"","agem","quartiers","SES","famille","mold"
"2637",42,150974,3345,2637,44
"2638",44,150974,3345,2638,44
"2639",47,150974,3969,2639,44
"2640",48,150974,4678,2640,44
"2641",36,151197,326,2641,394
"2642",38,151197,2948,2642,394
"2643",39,151197,3119,2643,394
"2644",40,151197,3544,2644,394
"2645",44,151197,2381,2645,394
"2646",34,151394,3005,2646,376
"2647",36,151394,3289,2647,376
"2648",37,151394,2863,2648,376
"2649",40,151394,2977,2649,376
"2650",41,151394,3204,2650,376
"2651",34,151438,3742,2651,374
"2652",36,151438,2778,2652,374
"2653",38,151438,2778,2653,374
"2654",39,151438,3459,2654,374
"2655",40,151438,3459,2655,374
"2656",36,151591,2892,2656,394
"2657",38,151591,1417,2657,394
"2658",39,151591,3119,2658,394
"2659",41,151591,2892,2659,394
"2660",43,151591,2835,2660,394
"2661",34,151654,309,2661,374
"2662",35,151654,2977,2662,374
"2663",37,151654,218,2663,374
"2664",40,151654,297,2664,374
"2665",41,151654,2722,2665,374
"2666",39,153096,3289,2666,426
"2667",41,153096,4111,2667,426
"2668",43,153096,4338,2668,426
"2669",44,153096,5046,2669,426
"2670",46,153096,3912,2670,426
"2671",37,153120,3175,2671,42
"2672",41,153120,1843,2672,42
"2673",42,153120,343,2673,42
"2674",44,153120,326,2674,42
"2675",46,153120,3459,2675,42
"2676",34,153373,3374,2676,37
"2677",35,153373,3289,2677,37
"2678",36,153373,2892,2678,37
"2679",39,153373,3629,2679,37
"2680",41,153373,4252,2680,37
"2681",38,153953,3289,2681,402
"2682",38,153953,3969,2682,402
"2683",40,153953,279,2683,402
"2684",42,153953,368,2684,402
"2685",43,153953,3402,2685,402
"2686",33,153987,253,2686,366
"2687",34,153987,3062,2687,366
"2688",37,153987,2892,2688,366
"2689",38,153987,258,2689,366
"2690",41,153987,275,2690,366
"2691",37,154337,309,2691,416
"2692",38,154337,3657,2692,416
"2693",43,154337,2637,2693,416
"2694",44,154337,3345,2694,416
"2695",46,154337,2863,2695,416
"2696",36,154732,23,2696,394
"2697",38,154732,2552,2697,394
"2698",39,154732,212,2698,394
"2699",41,154732,317,2699,394
"2700",43,154732,15,2700,394
"2701",42,154883,276,2701,456
"2702",44,154883,336,2702,456
"2703",46,154883,268,2703,456
"2704",47,154883,226,2704,456
"2705",49,154883,292,2705,456
"2706",38,155045,2665,2706,424
"2707",40,155045,907,2707,424
"2708",41,155045,2296,2708,424
"2709",46,155045,131,2709,424
"2710",47,155045,1984,2710,424
"2711",34,155160,3997,2711,374
"2712",36,155160,36,2712,374
"2713",38,155160,2013,2713,374
"2714",39,155160,207,2714,374
"2715",40,155160,2807,2715,374
"2716",53,155201,4026,2716,57
"2717",55,155201,4196,2717,57
"2718",57,155201,3941,2718,57
"2719",59,155201,3799,2719,57
"2720",61,155201,4394,2720,57
"2721",44,155216,3345,2721,484
"2722",47,155216,3487,2722,484
"2723",48,155216,3289,2723,484
"2724",50,155216,3572,2724,484
"2725",53,155216,3969,2725,484
"2726",34,155567,184,2726,392
"2727",38,155567,29,2727,392
"2728",40,155567,32,2728,392
"2729",41,155567,342,2729,392
"2730",43,155567,36,2730,392
"2731",39,156042,3289,2731,434
"2732",41,156042,3317,2732,434
"2733",44,156042,4196,2733,434
"2734",45,156042,2948,2734,434
"2735",48,156042,309,2735,434
"2736",37,156147,306,2736,41
"2737",40,156147,294,2737,41
"2738",41,156147,38,2738,41
"2739",43,156147,353,2739,41
"2740",44,156147,341,2740,41
"2741",37,156436,3374,2741,404
"2742",39,156436,3884,2742,404
"2743",40,156436,2466,2743,404
"2744",42,156436,3629,2744,404
"2745",44,156436,3232,2745,404
"2746",39,156466,2098,2746,424
"2747",41,156466,2381,2747,424
"2748",43,156466,241,2748,424
"2749",44,156466,2495,2749,424
"2750",45,156466,2155,2750,424
"2751",37,156666,3459,2751,396
"2752",38,156666,3175,2752,396
"2753",40,156666,3374,2753,396
"2754",41,156666,343,2754,396
"2755",42,156666,3204,2755,396
"2756",40,156884,3515,2756,428
"2757",42,156884,3005,2757,428
"2758",43,156884,3289,2758,428
"2759",44,156884,2863,2759,428
"2760",45,156884,3374,2760,428
"2761",37,157251,3374,2761,404
"2762",39,157251,4167,2762,404
"2763",40,157251,309,2763,404
"2764",42,157251,3119,2764,404
"2765",44,157251,258,2765,404
"2766",38,157323,2892,2766,418
"2767",40,157323,2807,2767,418
"2768",42,157323,3062,2768,418
"2769",44,157323,3289,2769,418
"2770",45,157323,3289,2770,418
"2771",38,157545,326,2771,398
"2772",38,157545,343,2772,398
"2773",40,157545,3289,2773,398
"2774",41,157545,309,2774,398
"2775",42,157545,3374,2775,398
"2776",44,157737,4111,2776,474
"2777",45,157737,3629,2777,474
"2778",47,157737,4026,2778,474
"2779",49,157737,36,2779,474
"2780",52,157737,3742,2780,474
"2781",35,158146,309,2781,372
"2782",36,158146,2296,2782,372
"2783",37,158146,2977,2783,372
"2784",38,158146,1729,2784,372
"2785",40,158146,3487,2785,372
"2786",41,158193,3544,2786,438
"2787",42,158193,4253,2787,438
"2788",44,158193,3771,2788,438
"2789",45,158193,4167,2789,438
"2790",47,158193,4196,2790,438
"2791",39,158725,2892,2791,412
"2792",40,158725,3033,2792,412
"2793",42,158725,2778,2793,412
"2794",42,158725,2552,2794,412
"2795",43,158725,2495,2795,412
"2796",38,158919,241,2796,406
"2797",39,158919,3459,2797,406
"2798",40,158919,2892,2798,406
"2799",42,158919,3374,2799,406
"2800",44,158919,3005,2800,406
"2801",34,159084,3147,2801,376
"2802",36,159084,3147,2802,376
"2803",38,159084,3005,2803,376
"2804",39,159084,2863,2804,376
"2805",41,159084,1928,2805,376
"2806",35,159800,356,2806,38
"2807",36,159800,404,2807,38
"2808",38,159800,332,2808,38
"2809",39,159800,399,2809,38
"2810",42,159800,321,2810,38
"2811",38,159893,312,2811,424
"2812",41,159893,3925,2812,424
"2813",43,159893,394,2813,424
"2814",44,159893,372,2814,424
"2815",46,159893,3402,2815,424
"2816",45,160250,3515,2816,492
"2817",48,160250,3629,2817,492
"2818",49,160250,3969,2818,492
"2819",51,160250,3912,2819,492
"2820",53,160250,3912,2820,492
"2821",46,160362,3657,2821,504
"2822",48,160362,3232,2822,504
"2823",50,160362,4394,2823,504
"2824",53,160362,4252,2824,504
"2825",55,160362,4111,2825,504
"2826",40,160804,3572,2826,42
"2827",41,160804,2948,2827,42
"2828",42,160804,32,2828,42
"2829",43,160804,2722,2829,42
"2830",44,160804,3033,2830,42
"2831",34,161319,3005,2831,368
"2832",35,161319,3232,2832,368
"2833",36,161319,4281,2833,368
"2834",38,161319,3374,2834,368
"2835",41,161319,377,2835,368
"2836",35,161395,309,2836,388
"2837",37,161395,3062,2837,388
"2838",39,161395,3572,2838,388
"2839",40,161395,3714,2839,388
"2840",43,161395,3969,2840,388
"2841",35,161526,3119,2841,384
"2842",37,161526,3175,2842,384
"2843",38,161526,3487,2843,384
"2844",40,161526,3232,2844,384
"2845",42,161526,3147,2845,384
"2846",40,161716,294,2846,45
"2847",44,161716,3415,2847,45
"2848",46,161716,32,2848,45
"2849",47,161716,325,2849,45
"2850",48,161716,328,2850,45
"2851",37,161873,318,2851,412
"2852",38,161873,34,2852,412
"2853",42,161873,3374,2853,412
"2854",43,161873,2948,2854,412
"2855",46,161873,377,2855,412
"2856",39,162284,335,2856,432
"2857",41,162284,276,2857,432
"2858",44,162284,3119,2858,432
"2859",45,162284,3459,2859,432
"2860",47,162284,3657,2860,432
"2861",36,162596,3062,2861,408
"2862",38,162596,3459,2862,408
"2863",40,162596,3345,2863,408
"2864",44,162596,3799,2864,408
"2865",46,162596,3033,2865,408
"2866",40,163563,36,2866,422
"2867",41,163563,3884,2867,422
"2868",42,163563,3799,2868,422
"2869",43,163563,3657,2869,422
"2870",45,163563,3884,2870,422
"2871",38,165093,372,2871,416
"2872",39,165093,3015,2872,416
"2873",42,165093,316,2873,416
"2874",44,165093,295,2874,416
"2875",45,165093,271,2875,416
"2876",35,165410,2722,2876,394
"2877",39,165410,3402,2877,394
"2878",40,165410,2778,2878,394
"2879",41,165410,3203,2879,394
"2880",42,165410,3544,2880,394
"2881",39,165589,3714,2881,416
"2882",40,165589,3629,2882,416
"2883",41,165589,3941,2883,416
"2884",43,165589,3771,2884,416
"2885",45,165589,3374,2885,416
"2886",35,165771,2552,2886,38
"2887",37,165771,3033,2887,38
"2888",38,165771,2665,2888,38
"2889",39,165771,3402,2889,38
"2890",41,165771,3629,2890,38
"2891",34,166297,2977,2891,37
"2892",36,166297,2608,2892,37
"2893",37,166297,275,2893,37
"2894",38,166297,1644,2894,37
"2895",40,166297,275,2895,37
"2896",38,166378,306,2896,426
"2897",40,166378,37,2897,426
"2898",44,166378,295,2898,426
"2899",45,166378,346,2899,426
"2900",46,166378,294,2900,426
"2901",38,167332,3289,2901,404
"2902",39,167332,3289,2902,404
"2903",40,167332,241,2903,404
"2904",42,167332,3204,2904,404
"2905",43,167332,2948,2905,404
"2906",37,167520,2722,2906,398
"2907",38,167520,273,2907,398
"2908",39,167520,2552,2908,398
"2909",42,167520,2552,2909,398
"2910",43,167520,224,2910,398
"2911",38,167700,2778,2911,418
"2912",41,167700,1389,2912,418
"2913",42,167700,283,2913,418
"2914",43,167700,24,2914,418
"2915",45,167700,261,2915,418
"2916",36,168015,3317,2916,396
"2917",38,168015,2665,2917,396
"2918",40,168015,275,2918,396
"2919",42,168015,292,2919,396
"2920",42,168015,2381,2920,396
"2921",37,168986,3459,2921,414
"2922",41,168986,3147,2922,414
"2923",42,168986,343,2923,414
"2924",43,168986,3317,2924,414
"2925",44,168986,2835,2925,414
"2926",34,169308,3175,2926,382
"2927",36,169308,2523,2927,382
"2928",39,169308,2977,2928,382
"2929",40,169308,2863,2929,382
"2930",42,169308,3232,2930,382
"2931",42,169860,332,2931,46
"2932",44,169860,3105,2932,46
"2933",45,169860,29,2933,46
"2934",48,169860,265,2934,46
"2935",51,169860,2835,2935,46
"2936",36,169981,3487,2936,398
"2937",38,169981,3374,2937,398
"2938",40,169981,3657,2938,398
"2939",42,169981,3884,2939,398
"2940",43,169981,3345,2940,398
"2941",37,170206,3402,2941,40
"2942",39,170206,3119,2942,40
"2943",40,170206,2523,2943,40
"2944",41,170206,3232,2944,40
"2945",43,170206,343,2945,40
"2946",33,170207,3033,2946,374
"2947",36,170207,1899,2947,374
"2948",38,170207,3912,2948,374
"2949",39,170207,3629,2949,374
"2950",41,170207,3884,2950,374
"2951",37,170555,3629,2951,414
"2952",39,170555,2325,2952,414
"2953",42,170555,3033,2953,414
"2954",44,170555,308,2954,414
"2955",45,170555,273,2955,414
"2956",36,170705,2523,2956,406
"2957",40,170705,2608,2957,406
"2958",41,170705,2637,2958,406
"2959",42,170705,2637,2959,406
"2960",44,170705,3345,2960,406
"2961",38,171252,2722,2961,408
"2962",40,171252,3204,2962,408
"2963",41,171252,3033,2963,408
"2964",42,171252,318,2964,408
"2965",43,171252,3374,2965,408
"2966",39,171338,306,2966,43
"2967",41,171338,343,2967,43
"2968",44,171338,309,2968,43
"2969",45,171338,264,2969,43
"2970",46,171338,248,2970,43
"2971",38,171346,2495,2971,42
"2972",39,171346,2778,2972,42
"2973",42,171346,2637,2973,42
"2974",44,171346,275,2974,42
"2975",47,171346,2438,2975,42
"2976",37,171358,275,2976,406
"2977",39,171358,2835,2977,406
"2978",40,171358,2863,2978,406
"2979",42,171358,1418,2979,406
"2980",45,171358,2722,2980,406
"2981",35,171587,321,2981,384
"2982",37,171587,331,2982,384
"2983",39,171587,294,2983,384
"2984",40,171587,272,2984,384
"2985",41,171587,303,2985,384
"2986",36,172041,302,2986,41
"2987",39,172041,375,2987,41
"2988",42,172041,116,2988,41
"2989",43,172041,314,2989,41
"2990",45,172041,363,2990,41
"2991",36,172287,3119,2991,398
"2992",38,172287,326,2992,398
"2993",40,172287,2098,2993,398
"2994",42,172287,326,2994,398
"2995",43,172287,2722,2995,398
"2996",37,172597,309,2996,396
"2997",38,172597,326,2997,396
"2998",39,172597,331,2998,396
"2999",41,172597,3572,2999,396
"3000",43,172597,3374,3000,396
"3001",35,173007,286,3001,39
"3002",37,173007,288,3002,39
"3003",38,173007,272,3003,39
"3004",42,173007,251,3004,39
"3005",43,173007,121,3005,39
"3006",34,173058,3345,3006,374
"3007",36,173058,2863,3007,374
"3008",37,173058,258,3008,374
"3009",39,173058,2722,3009,374
"3010",41,173058,3147,3010,374
"3011",38,174569,294,3011,416
"3012",39,174569,336,3012,416
"3013",42,174569,306,3013,416
"3014",44,174569,312,3014,416
"3015",45,174569,265,3015,416
"3016",37,174772,3119,3016,392
"3017",38,174772,2863,3017,392
"3018",39,174772,2523,3018,392
"3019",40,174772,3005,3019,392
"3020",42,174772,2977,3020,392
"3021",38,174825,3544,3021,426
"3022",41,174825,3459,3022,426
"3023",41,174825,3147,3023,426
"3024",46,174825,2778,3024,426
"3025",47,174825,3289,3025,426
"3026",36,174933,292,3026,396
"3027",37,174933,2665,3027,396
"3028",40,174933,3175,3028,396
"3029",42,174933,2892,3029,396
"3030",43,174933,3374,3030,396
"3031",35,175694,3062,3031,38
"3032",37,175694,3175,3032,38
"3033",38,175694,2778,3033,38
"3034",39,175694,3175,3034,38
"3035",41,175694,3317,3035,38
"3036",43,176193,331,3036,464
"3037",46,176193,305,3037,464
"3038",46,176193,2725,3038,464
"3039",47,176193,293,3039,464
"3040",50,176193,356,3040,464
"3041",45,176340,3856,3041,482
"3042",46,176340,3657,3042,482
"3043",48,176340,3742,3043,482
"3044",50,176340,3657,3044,482
"3045",52,176340,3742,3045,482
"3046",39,176494,2977,3046,416
"3047",40,176494,275,3047,416
"3048",41,176494,1588,3048,416
"3049",44,176494,2778,3049,416
"3050",44,176494,83,3050,416
"3051",42,176569,268,3051,458
"3052",44,176569,31,3052,458
"3053",46,176569,334,3053,458
"3054",48,176569,321,3054,458
"3055",49,176569,339,3055,458
"3056",41,176904,349,3056,454
"3057",44,176904,2041,3057,454
"3058",45,176904,3005,3058,454
"3059",48,176904,3062,3059,454
"3060",49,176904,3175,3060,454
"3061",35,177663,3232,3061,394
"3062",38,177663,3912,3062,394
"3063",39,177663,2722,3063,394
"3064",42,177663,3033,3064,394
"3065",43,177663,292,3065,394
"3066",40,178052,3459,3066,432
"3067",41,178052,3912,3067,432
"3068",42,178052,3714,3068,432
"3069",46,178052,3345,3069,432
"3070",47,178052,343,3070,432
"3071",40,178443,3175,3071,426
"3072",41,178443,2892,3072,426
"3073",43,178443,241,3073,426
"3074",44,178443,3544,3074,426
"3075",45,178443,3374,3075,426
"3076",38,178617,2637,3076,416
"3077",40,178617,3657,3077,416
"3078",42,178617,2977,3078,416
"3079",43,178617,2977,3079,416
"3080",45,178617,377,3080,416
"3081",37,178644,326,3081,40
"3082",39,178644,36,3082,40
"3083",40,178644,3657,3083,40
"3084",41,178644,3515,3084,40
"3085",43,178644,3997,3085,40
"3086",38,178925,232,3086,42
"3087",40,178925,286,3087,42
"3088",42,178925,3119,3088,42
"3089",44,178925,3232,3089,42
"3090",46,178925,2637,3090,42
"3091",45,178985,32,3091,498
"3092",49,178985,308,3092,498
"3093",50,178985,261,3093,498
"3094",52,178985,253,3094,498
"3095",53,178985,318,3095,498
"3096",37,179448,3544,3096,40
"3097",38,179448,3317,3097,40
"3098",40,179448,3345,3098,40
"3099",42,179448,2892,3099,40
"3100",43,179448,3062,3100,40
"3101",39,179462,254,3101,42
"3102",40,179462,216,3102,42
"3103",41,179462,3062,3103,42
"3104",44,179462,2722,3104,42
"3105",46,179462,291,3105,42
"3106",37,179725,328,3106,392
"3107",38,179725,3686,3107,392
"3108",39,179725,3147,3108,392
"3109",40,179725,3572,3109,392
"3110",42,179725,2948,3110,392
"3111",37,179756,278,3111,40
"3112",38,179756,264,3112,40
"3113",39,179756,31,3113,40
"3114",43,179756,3118,3114,40
"3115",43,179756,3487,3115,40
"3116",34,179990,274,3116,384
"3117",38,179990,274,3117,384
"3118",39,179990,2296,3118,384
"3119",40,179990,2353,3119,384
"3120",41,179990,1899,3120,384
"3121",37,180095,3033,3121,412
"3122",40,180095,283,3122,412
"3123",41,180095,311,3123,412
"3124",43,180095,2807,3124,412
"3125",45,180095,3175,3125,412
"3126",43,180322,248,3126,462
"3127",45,180322,229,3127,462
"3128",46,180322,264,3128,462
"3129",48,180322,265,3129,462
"3130",49,180322,248,3130,462
"3131",34,180849,36,3131,372
"3132",36,180849,3714,3132,372
"3133",37,180849,3629,3133,372
"3134",38,180849,4224,3134,372
"3135",41,180849,3062,3135,372
"3136",42,180909,258,3136,434
"3137",42,180909,2892,3137,434
"3138",43,180909,3232,3138,434
"3139",44,180909,3402,3139,434
"3140",46,180909,3005,3140,434
"3141",38,181003,3317,3141,416
"3142",40,181003,3374,3142,416
"3143",41,181003,3175,3143,416
"3144",44,181003,3232,3144,416
"3145",45,181003,2495,3145,416
"3146",39,182470,2552,3146,426
"3147",41,182470,312,3147,426
"3148",43,182470,342,3148,426
"3149",44,182470,352,3149,426
"3150",46,182470,3402,3150,426
"3151",34,182746,2863,3151,374
"3152",36,182746,2608,3152,374
"3153",38,182746,3147,3153,374
"3154",39,182746,2835,3154,374
"3155",40,182746,3289,3155,374
"3156",39,182794,2892,3156,428
"3157",42,182794,258,3157,428
"3158",43,182794,74,3158,428
"3159",44,182794,1814,3159,428
"3160",46,182794,2665,3160,428
"3161",38,183005,325,3161,416
"3162",40,183005,314,3162,416
"3163",42,183005,304,3163,416
"3164",43,183005,343,3164,416
"3165",45,183005,366,3165,416
"3166",35,183075,2722,3166,386
"3167",38,183075,3119,3167,386
"3168",39,183075,2863,3168,386
"3169",40,183075,2892,3169,386
"3170",41,183075,2722,3170,386
"3171",45,183712,3345,3171,476
"3172",46,183712,343,3172,476
"3173",48,183712,3402,3173,476
"3174",49,183712,2977,3174,476
"3175",50,183712,3147,3175,476
"3176",36,184558,234,3176,404
"3177",39,184558,308,3177,404
"3178",41,184558,265,3178,404
"3179",42,184558,285,3179,404
"3180",44,184558,3515,3180,404
"3181",37,185027,2863,3181,40
"3182",38,185027,2948,3182,40
"3183",40,185027,2381,3183,40
"3184",42,185027,2552,3184,40
"3185",43,185027,1559,3185,40
"3186",35,185239,345,3186,378
"3187",37,185239,34,3187,378
"3188",38,185239,241,3188,378
"3189",39,185239,28,3189,378
"3190",40,185239,2608,3190,378
"3191",43,185364,4054,3191,464
"3192",45,185364,4082,3192,464
"3193",46,185364,4224,3193,464
"3194",48,185364,4167,3194,464
"3195",50,185364,4451,3195,464
"3196",37,185768,309,3196,398
"3197",38,185768,3175,3197,398
"3198",40,185768,3118,3198,398
"3199",41,185768,343,3199,398
"3200",43,185768,3175,3200,398
"3201",47,185848,4082,3201,506
"3202",48,185848,3317,3202,506
"3203",50,185848,36,3203,506
"3204",53,185848,3459,3204,506
"3205",55,185848,3799,3205,506
"3206",39,186081,365,3206,426
"3207",41,186081,31,3207,426
"3208",43,186081,32,3208,426
"3209",44,186081,39,3209,426
"3210",46,186081,367,3210,426
"3211",36,186236,2892,3211,392
"3212",38,186236,2693,3212,392
"3213",39,186236,3402,3213,392
"3214",40,186236,3062,3214,392
"3215",43,186236,3742,3215,392
"3216",37,186437,194,3216,396
"3217",38,186437,142,3217,396
"3218",40,186437,403,3218,396
"3219",41,186437,359,3219,396
"3220",42,186437,2948,3220,396
"3221",37,187444,3204,3221,41
"3222",39,187444,2948,3222,41
"3223",42,187444,3572,3223,41
"3224",43,187444,109,3224,41
"3225",44,187444,68,3225,41
"3226",37,187733,212,3226,408
"3227",39,187733,374,3227,408
"3228",41,187733,403,3228,408
"3229",43,187733,3487,3229,408
"3230",44,187733,2835,3230,408
"3231",36,188391,3147,3231,392
"3232",37,188391,2892,3232,392
"3233",38,188391,2495,3233,392
"3234",42,188391,397,3234,392
"3235",43,188391,2551,3235,392
"3236",34,188599,32,3236,378
"3237",36,188599,3425,3237,378
"3238",38,188599,332,3238,378
"3239",40,188599,343,3239,378
"3240",41,188599,3374,3240,378
"3241",35,188646,326,3241,39
"3242",38,188646,2637,3242,39
"3243",39,188646,401,3243,39
"3244",41,188646,37,3244,39
"3245",42,188646,34,3245,39
"3246",46,188699,2835,3246,49
"3247",47,188699,292,3247,49
"3248",49,188699,292,3248,49
"3249",51,188699,292,3249,49
"3250",52,188699,2665,3250,49
"3251",50,188882,3884,3251,532
"3252",52,188882,3997,3252,532
"3253",53,188882,4139,3253,532
"3254",55,188882,4082,3254,532
"3255",56,188882,4621,3255,532
"3256",37,188991,3657,3256,398
"3257",39,188991,3771,3257,398
"3258",40,188991,4309,3258,398
"3259",41,188991,3487,3259,398
"3260",42,188991,3969,3260,398
"3261",34,189602,3402,3261,384
"3262",37,189602,2495,3262,384
"3263",39,189602,2977,3263,384
"3264",40,189602,3147,3264,384
"3265",42,189602,289,3265,384
"3266",35,189940,1162,3266,392
"3267",37,189940,275,3267,392
"3268",39,189940,3005,3268,392
"3269",42,189940,2892,3269,392
"3270",43,189940,309,3270,392
"3271",35,189999,3969,3271,382
"3272",37,189999,3686,3272,382
"3273",38,189999,3289,3273,382
"3274",40,189999,3204,3274,382
"3275",41,189999,292,3275,382
"3276",44,190181,2013,3276,48
"3277",47,190181,241,3277,48
"3278",48,190181,2353,3278,48
"3279",50,190181,3062,3279,48
"3280",51,190181,1814,3280,48
"3281",37,190234,3232,3281,414
"3282",41,190234,273,3282,414
"3283",42,190234,343,3283,414
"3284",43,190234,3345,3284,414
"3285",44,190234,2948,3285,414
"3286",37,191004,258,3286,404
"3287",39,191004,2722,3287,404
"3288",40,191004,207,3288,404
"3289",42,191004,292,3289,404
"3290",44,191004,2807,3290,404
"3291",36,191252,2863,3291,394
"3292",37,191252,2495,3292,394
"3293",38,191252,3544,3293,394
"3294",42,191252,2778,3294,394
"3295",44,191252,3118,3295,394
"3296",37,191473,2892,3296,39
"3297",38,191473,292,3297,39
"3298",39,191473,2722,3298,39
"3299",40,191473,1361,3299,39
"3300",41,191473,292,3300,39
"3301",37,191558,2835,3301,388
"3302",37,191558,2438,3302,388
"3303",38,191558,3204,3303,388
"3304",40,191558,1559,3304,388
"3305",42,191558,2665,3305,388
"3306",37,191647,34,3306,408
"3307",38,191647,34,3307,408
"3308",41,191647,308,3308,408
"3309",43,191647,2126,3309,408
"3310",45,191647,322,3310,408
"3311",44,191658,273,3311,472
"3312",45,191658,356,3312,472
"3313",47,191658,31,3313,472
"3314",49,191658,337,3314,472
"3315",51,191658,337,3315,472
"3316",35,192549,3402,3316,38
"3317",37,192549,343,3317,38
"3318",38,192549,3629,3318,38
"3319",39,192549,3629,3319,38
"3320",41,192549,3289,3320,38
"3321",42,193750,3771,3321,444
"3322",43,193750,3969,3322,444
"3323",44,193750,3147,3323,444
"3324",45,193750,3062,3324,444
"3325",48,193750,3289,3325,444
"3326",41,193918,3005,3326,448
"3327",43,193918,2466,3327,448
"3328",45,193918,3657,3328,448
"3329",46,193918,1049,3329,448
"3330",49,193918,3232,3330,448
"3331",37,194452,275,3331,414
"3332",40,194452,3232,3332,414
"3333",42,194452,3033,3333,414
"3334",43,194452,2722,3334,414
"3335",45,194452,3147,3335,414
"3336",34,194526,3572,3336,384
"3337",38,194526,3771,3337,384
"3338",39,194526,3062,3338,384
"3339",40,194526,2977,3339,384
"3340",41,194526,3005,3340,384
"3341",40,194785,3572,3341,436
"3342",41,194785,3204,3342,436
"3343",44,194785,298,3343,436
"3344",46,194785,338,3344,436
"3345",47,194785,353,3345,436
"3346",37,195224,2948,3346,408
"3347",39,195224,3345,3347,408
"3348",41,195224,246,3348,408
"3349",43,195224,292,3349,408
"3350",44,195224,275,3350,408
"3351",44,195315,232,3351,478
"3352",47,195315,242,3352,478
"3353",48,195315,27,3353,478
"3354",49,195315,309,3354,478
"3355",51,195315,3147,3355,478
"3356",40,195544,3714,3356,44
"3357",41,195544,207,3357,44
"3358",45,195544,275,3358,44
"3359",46,195544,3289,3359,44
"3360",48,195544,4337,3360,44
"3361",34,195786,2438,3361,372
"3362",36,195786,2892,3362,372
"3363",37,195786,275,3363,372
"3364",39,195786,3204,3364,372
"3365",40,195786,3459,3365,372
"3366",37,195878,297,3366,412
"3367",38,195878,364,3367,412
"3368",42,195878,37,3368,412
"3369",44,195878,30,3369,412
"3370",45,195878,3629,3370,412
"3371",33,195925,318,3371,366
"3372",36,195925,331,3372,366
"3373",37,195925,318,3373,366
"3374",38,195925,334,3374,366
"3375",39,195925,326,3375,366
"3376",36,195936,3147,3376,40
"3377",38,195936,3345,3377,40
"3378",41,195936,326,3378,40
"3379",42,195936,2977,3379,40
"3380",43,195936,343,3380,40
"3381",43,196045,3629,3381,46
"3382",44,196045,3714,3382,46
"3383",46,196045,3374,3383,46
"3384",47,196045,3856,3384,46
"3385",50,196045,3629,3385,46
"3386",36,196259,343,3386,386
"3387",37,196259,2948,3387,386
"3388",39,196259,3005,3388,386
"3389",40,196259,3232,3389,386
"3390",41,196259,3345,3390,386
"3391",39,196776,3203,3391,422
"3392",41,196776,3175,3392,422
"3393",42,196776,4224,3393,422
"3394",44,196776,3969,3394,422
"3395",45,196776,3799,3395,422
"3396",36,196813,3374,3396,38
"3397",37,196813,2863,3397,38
"3398",38,196813,2693,3398,38
"3399",39,196813,2807,3399,38
"3400",40,196813,3005,3400,38
"3401",42,196965,3487,3401,454
"3402",44,196965,4167,3402,454
"3403",45,196965,3969,3403,454
"3404",47,196965,3685,3404,454
"3405",49,196965,4394,3405,454
"3406",41,196981,3005,3406,436
"3407",42,196981,2835,3407,436
"3408",43,196981,3827,3408,436
"3409",44,196981,3686,3409,436
"3410",48,196981,3515,3410,436
"3411",40,197203,384,3411,442
"3412",42,197203,401,3412,442
"3413",45,197203,323,3413,442
"3414",46,197203,295,3414,442
"3415",48,197203,379,3415,442
"3416",36,197694,3005,3416,404
"3417",40,197694,2552,3417,404
"3418",41,197694,265,3418,404
"3419",42,197694,3232,3419,404
"3420",43,197694,277,3420,404
"3421",42,197729,382,3421,458
"3422",44,197729,343,3422,458
"3423",46,197729,3941,3423,458
"3424",48,197729,4139,3424,458
"3425",49,197729,36,3425,458
"3426",40,197760,3771,3426,44
"3427",42,197760,3544,3427,44
"3428",44,197760,3686,3428,44
"3429",46,197760,3856,3429,44
"3430",48,197760,343,3430,44
"3431",36,197797,30,3431,388
"3432",37,197797,347,3432,388
"3433",38,197797,344,3433,388
"3434",40,197797,3308,3434,388
"3435",43,197797,343,3435,388
"3436",36,198089,292,3436,386
"3437",37,198089,292,3437,386
"3438",39,198089,3317,3438,386
"3439",40,198089,2807,3439,386
"3440",41,198089,2778,3440,386
"3441",33,198123,35,3441,368
"3442",36,198123,369,3442,368
"3443",37,198123,34,3443,368
"3444",38,198123,295,3444,368
"3445",40,198123,3062,3445,368
"3446",36,198324,33,3446,39
"3447",37,198324,346,3447,39
"3448",39,198324,30,3448,39
"3449",41,198324,30,3449,39
"3450",42,198324,35,3450,39
"3451",33,198920,354,3451,364
"3452",35,198920,342,3452,364
"3453",37,198920,39,3453,364
"3454",38,198920,347,3454,364
"3455",39,198920,326,3455,364
"3456",41,199137,3147,3456,434
"3457",42,199137,3232,3457,434
"3458",43,199137,343,3458,434
"3459",45,199137,3402,3459,434
"3460",46,199137,258,3460,434
"3461",35,199390,2807,3461,38
"3462",36,199390,2977,3462,38
"3463",38,199390,354,3463,38
"3464",40,199390,305,3464,38
"3465",41,199390,309,3465,38
"3466",38,199711,3402,3466,414
"3467",40,199711,3119,3467,414
"3468",42,199711,309,3468,414
"3469",43,199711,3289,3469,414
"3470",44,199711,3005,3470,414
"3471",34,201086,2948,3471,378
"3472",37,201086,2353,3472,378
"3473",38,201086,3062,3473,378
"3474",39,201086,3402,3474,378
"3475",41,201086,3685,3475,378
"3476",40,201967,3062,3476,43
